session_id,dwell_time_s,commands_run,commands_success,detected_as_honeypot
0,35.27,15,15,False
1,40.88,15,15,False
2,35.87,15,15,False
3,32.66,15,15,False
4,35.77,15,15,False
5,32.26,15,15,False
6,32.76,15,15,False
7,27.76,15,15,False
8,33.97,15,15,False
9,19.66,15,15,False
10,22.15,15,15,False
11,38.17,15,15,False
12,22.56,15,15,False
13,34.56,15,15,False
14,32.77,15,15,False
15,44.37,15,15,False
16,28.16,15,15,False
17,42.08,15,15,False
18,26.96,15,15,False
19,27.16,15,15,False
