session_id,dwell_time_s,commands_run,commands_success,detected_as_honeypot
0,41.88,15,15,True
1,56.79,15,15,True
2,46.08,15,15,False
3,28.66,15,15,False
4,34.87,15,15,False
5,23.96,15,15,False
6,32.36,15,15,False
7,32.46,15,15,False
8,25.75,15,15,False
9,39.08,15,15,False
10,24.06,15,15,False
11,30.47,15,15,False
12,33.77,15,15,False
13,24.26,15,15,False
14,31.28,15,15,False
15,27.76,15,15,False
16,28.86,15,15,False
17,46.39,15,15,False
18,18.35,15,15,False
19,38.67,15,15,False
