session_id,dwell_time_s,commands_run,commands_success,detected_as_honeypot
0,9.34,13,13,False
1,9.74,13,13,False
2,9.65,13,13,False
3,13.16,13,13,False
4,30.47,13,13,False
5,11.54,13,13,False
6,9.64,13,13,False
7,9.04,13,13,False
8,9.16,13,13,False
9,12.04,13,13,False
10,10.95,13,13,False
11,9.85,13,13,False
12,10.85,13,13,False
13,9.25,13,13,False
14,9.45,13,13,False
15,8.75,13,13,False
16,11.75,13,13,False
17,9.04,13,13,False
18,16.96,13,13,False
19,8.84,13,13,False
