session_id,dwell_time_s,commands_run,commands_success,detected_as_honeypot
0,8.2,15,15,False
1,8.19,15,15,False
2,8.18,15,15,False
3,8.2,15,15,False
4,8.17,15,15,False
5,8.17,15,15,False
6,8.21,15,15,False
7,8.17,15,15,False
8,8.2,15,15,False
9,8.19,15,15,False
10,8.17,15,15,False
11,8.2,15,15,False
12,8.18,15,15,False
13,8.2,15,15,False
14,8.2,15,15,False
15,8.17,15,15,False
16,8.2,15,15,False
17,8.19,15,15,False
18,8.17,15,15,False
19,8.21,15,15,False
