session_id,dwell_time_s,commands_run,commands_success,detected_as_honeypot
0,19.95,13,13,True
1,10.73,13,13,False
2,11.16,13,13,False
3,13.84,13,13,False
4,11.25,13,13,False
5,11.75,13,13,False
6,9.93,13,13,False
7,9.74,13,13,False
8,9.35,13,13,False
9,14.24,13,13,False
10,9.23,13,13,False
11,14.25,13,13,False
12,9.53,13,13,False
13,23.06,13,13,False
14,15.94,13,13,False
15,62.23,3,3,True
16,16.14,13,13,False
17,15.25,13,13,False
18,13.35,13,13,True
19,12.14,13,13,False
